date,macd,macd_signal,macd_hist,rsi,adx,sma_5,sma_10,sma_20,sma_40,open,high,low,close,volume
2013-03-22,12.7846,13.717,-0.9324,,,,,,,1545.9,1557.74,1545.9,1556.89,2948380000.0
2013-03-25,12.0148,13.3766,-1.3617,,,,,,,1556.89,1564.91,1546.22,1551.6899,3178170000.0
2013-03-26,12.2385,13.149,-0.9105,,,,,,,1551.6899,1563.95,1551.6899,1563.77,2869260000.0
2013-03-27,12.2009,12.9593,-0.7585,,,,,,,1563.75,1564.0699,1551.9,1562.85,2914210000.0
2013-03-28,12.5381,12.8751,-0.337,,,,,,,1562.86,1570.28,1561.08,1569.1899,3304440000.0
2013-04-01,12.0994,12.72,-0.6205,,,,,,,1569.1801,1570.5699,1558.47,1562.17,2753110000.0
2013-04-02,12.2624,12.6285,-0.366,,,,,,,1562.17,1573.66,1562.17,1570.25,3312160000.0
2013-04-03,10.9293,12.2886,-1.3593,,,,,,,1570.25,1571.47,1549.8,1553.6899,4060610000.0
2013-04-04,10.2621,11.8833,-1.6212,,,,,,,1553.6899,1562.6,1552.52,1559.98,3350670000.0
2013-04-05,9.088,11.3243,-2.2363,,,,,,,1559.98,1559.98,1539.5,1553.28,3515410000.0
2013-04-08,8.8454,10.8285,-1.9831,,,,,,,1553.26,1563.0699,1548.63,1563.0699,2887120000.0
2013-04-09,8.9965,10.4621,-1.4656,,,,,,,1563.11,1573.89,1560.92,1568.61,3252780000.0
2013-04-10,10.5377,10.4772,0.0604,,,,,,,1568.61,1589.0699,1568.61,1587.73,3453350000.0
2013-04-11,12.0749,10.7967,1.2782,,,,,,,1587.73,1597.35,1586.17,1593.37,3393950000.0
2013-04-12,12.7811,11.1936,1.5875,,,,,,,1593.3,1593.3,1579.97,1588.85,3206290000.0
2013-04-15,10.2779,11.0105,-0.7326,,,,,,,1588.84,1588.84,1552.28,1552.36,4660130000.0
2013-04-16,9.9713,10.8026,-0.8313,,,,,,,1552.36,1575.35,1552.36,1574.5699,3654700000.0
2013-04-17,7.8178,10.2057,-2.3879,,,,,,,1574.5699,1574.5699,1543.6899,1552.01,4250310000.0
2013-04-18,5.2118,9.2069,-3.9951,,,,,,,1552.03,1554.38,1536.03,1541.61,3890800000.0
2013-04-19,4.1989,8.2053,-4.0064,,,,,,,1541.61,1555.89,1539.4,1555.25,3569870000.0
2013-04-22,3.9357,7.3514,-3.4157,,,,,,,1555.25,1565.55,1548.1899,1562.5,2979880000.0
2013-04-23,4.9834,6.8778,-1.8944,,,,,,,1562.5,1579.58,1562.5,1578.78,3565150000.0
2013-04-24,5.7482,6.6519,-0.9037,,,,,,,1578.78,1583.0,1575.8,1578.79,3598240000.0
2013-04-25,6.79,6.6795,0.1106,,,,,,,1578.9301,1592.64,1578.9301,1585.16,3908580000.0
2013-04-26,7.296,6.8028,0.4932,,,,,,,1585.16,1585.78,1577.5601,1582.24,3198620000.0
2013-04-29,8.5163,7.1455,1.3708,,,,,,,1582.34,1596.65,1582.34,1593.61,2891200000.0
2013-04-30,9.6912,7.6546,2.0365,,,,,,,1593.58,1597.5699,1586.5,1597.5699,3745070000.0
2013-05-01,9.315,7.9867,1.3283,,,,,,,1597.55,1597.55,1581.28,1582.7,3530320000.0
2013-05-02,10.102,8.4098,1.6922,,,,,,,1582.77,1598.6,1582.77,1597.59,3366950000.0
2013-05-03,11.946,9.117,2.829,,,,,,,1597.6,1618.46,1597.6,1614.42,3603910000.0
2013-05-06,13.5003,9.9936,3.5066,,,,,,,1614.4,1619.77,1614.21,1617.5,3062240000.0
2013-05-07,15.239,11.0427,4.1963,,,,,,,1617.55,1626.03,1616.64,1625.96,3309580000.0
2013-05-08,16.9645,12.2271,4.7374,,,,,,,1625.95,1632.78,1622.7,1632.6899,3554700000.0
2013-05-09,17.6428,13.3102,4.3326,,,,,,,1632.6899,1635.01,1623.09,1626.67,3457400000.0
2013-05-10,18.534,14.355,4.179,,,,,,,1626.6899,1633.7,1623.71,1633.7,3086470000.0
2013-05-13,19.0266,15.2893,3.7373,,,,,,,1632.1,1636.0,1626.74,1633.77,2910600000.0
2013-05-14,20.5175,16.335,4.1826,,,,,,,1633.75,1651.1,1633.75,1650.34,3457790000.0
2013-05-15,22.1251,17.493,4.6321,,,,,,,1649.13,1661.49,1646.6801,1658.78,3657440000.0
2013-05-16,22.4696,18.4883,3.9813,,,,,,,1658.0699,1660.51,1648.6,1650.47,3513130000.0
2013-05-17,23.8395,19.5585,4.2809,,,,,,,1652.45,1667.47,1652.45,1667.47,3440710000.0
2013-05-20,24.547,20.5562,3.9908,,,,,,,1665.71,1672.84,1663.52,1666.29,3275080000.0
2013-05-21,25.0505,21.4551,3.5954,,,,,,,1666.2,1674.9301,1662.67,1669.16,3513560000.0
2013-05-22,24.0579,21.9756,2.0822,,,,,,,1669.39,1687.1801,1648.86,1655.35,4361020000.0
2013-05-23,22.6199,22.1045,0.5154,,,,,,,1651.62,1655.5,1635.53,1650.51,3945510000.0
2013-05-24,21.1629,21.9162,-0.7533,,,,,,,1646.67,1649.78,1636.88,1649.6,2758080000.0
2013-05-28,20.6147,21.6559,-1.0412,,,,,,,1652.63,1674.21,1652.63,1660.0601,3457400000.0
2013-05-29,19.0168,21.1281,-2.1112,,,,,,,1656.5699,1656.5699,1640.05,1648.36,3587140000.0
2013-05-30,18.0309,20.5086,-2.4777,,,,,,,1649.14,1661.91,1648.61,1654.41,3498620000.0
2013-05-31,15.1648,19.4399,-4.2751,,,,,,,1652.13,1658.99,1630.74,1630.74,4099600000.0
2013-06-03,13.5186,18.2556,-4.737,,,,,,,1631.71,1640.42,1622.72,1640.42,3952070000.0
2013-06-04,11.3536,16.8752,-5.5216,,,,,,,1640.73,1646.53,1623.62,1631.38,3653840000.0
2013-06-05,7.7348,15.0471,-7.3123,,,,,,,1629.05,1629.3101,1607.09,1608.9,3632350000.0
2013-06-06,5.9011,13.2179,-7.3168,,,,,,,1609.29,1622.5601,1598.23,1622.5601,3547380000.0
2013-06-07,6.058,11.7859,-5.7279,,,,,,,1625.27,1644.4,1625.27,1643.38,3371990000.0
2013-06-10,6.0664,10.642,-4.5756,,,,,,,1644.67,1648.6899,1639.26,1642.8101,2978730000.0
2013-06-11,4.6733,9.4483,-4.775,,,,,,,1638.64,1640.13,1622.92,1626.13,3435710000.0
2013-06-12,2.4429,8.0472,-5.6043,,,,,,,1629.9399,1637.71,1610.92,1612.52,3202550000.0
2013-06-13,2.5693,6.9516,-4.3823,,,,,,,1612.15,1639.25,1608.0699,1636.36,3378620000.0
2013-06-14,1.8709,5.9355,-4.0646,,,,,,,1635.52,1640.8,1623.96,1626.73,2939400000.0
2013-06-17,2.2844,5.2052,-2.9209,,,,,,,1630.64,1646.5,1630.34,1639.04,3137080000.0
2013-06-18,3.601,4.8844,-1.2834,,,,,,,1639.77,1654.1899,1639.77,1651.8101,3120980000.0
2013-06-19,2.7663,4.4608,-1.6945,,,,,,,1651.83,1652.45,1628.91,1628.9301,3545060000.0
2013-06-20,-1.1691,3.3348,-4.5039,,,,,,,1624.62,1624.62,1584.3199,1588.1899,4858850000.0
2013-06-21,-3.9009,1.8877,-5.7885,,,,,,,1588.62,1599.1899,1577.7,1592.4301,5797280000.0
2013-06-24,-7.5395,0.0022,-7.5417,,,,,,,1588.77,1588.77,1560.33,1573.09,4733660000.0
2013-06-25,-9.1125,-1.8207,-7.2918,,,,,,,1577.52,1593.79,1577.09,1588.03,3761170000.0
2013-06-26,-9.0261,-3.2618,-5.7643,,,,,,,1592.27,1606.83,1592.27,1603.26,3558340000.0
2013-06-27,-8.0627,-4.222,-3.8407,,,,,,,1606.4399,1620.0699,1606.4399,1613.2,3364540000.0
2013-06-28,-7.768,-4.9312,-2.8368,,,,,,,1611.12,1615.9399,1601.0601,1606.28,4977190000.0
2013-07-01,-6.7562,-5.2962,-1.46,,,,,,,1609.78,1626.61,1609.78,1614.96,3104690000.0
2013-07-02,-5.9566,-5.4283,-0.5284,,,,,,,1614.29,1624.26,1606.77,1614.08,3317130000.0
2013-07-03,-5.1562,-5.3739,0.2176,,,,,,,1611.48,1618.97,1604.5699,1615.41,1966050000.0
2013-07-05,-3.1557,-4.9302,1.7745,,,,,,,1618.65,1632.0699,1614.71,1631.89,2634140000.0
2013-07-08,-0.8688,-4.1179,3.2492,,,,,,,1634.2,1644.6801,1634.2,1640.46,3514590000.0
2013-07-09,1.879,-2.9186,4.7975,,,,,,,1642.89,1654.1801,1642.89,1652.3199,3155360000.0
2013-07-10,4.0343,-1.528,5.5623,,,,,,,1651.5601,1657.92,1647.66,1652.62,3011010000.0
2013-07-11,7.4639,0.2704,7.1935,,,,,,,1657.41,1676.63,1657.41,1675.02,3446340000.0
2013-07-12,10.4782,2.312,8.1663,,,,,,,1675.26,1680.1899,1672.33,1680.1899,3039070000.0
2013-07-15,12.9048,4.4305,8.4742,,,,,,,1679.59,1684.51,1677.89,1682.5,2623200000.0
2013-07-16,14.161,6.3766,7.7844,,,,,,,1682.7,1683.73,1671.84,1676.26,3081710000.0
2013-07-17,15.3549,8.1723,7.1826,,,,,,,1677.91,1684.75,1677.91,1680.91,3153440000.0
2013-07-18,16.7901,9.8958,6.8943,,,,,,,1681.05,1693.12,1681.05,1689.37,3452370000.0
2013-07-19,17.9402,11.5047,6.4355,,,,,,,1686.15,1692.09,1684.08,1692.09,3302580000.0
2013-07-22,18.9113,12.986,5.9252,,,,,,,1694.41,1697.61,1690.67,1695.53,2779130000.0
2013-07-23,19.2061,14.23,4.976,,,,,,,1696.63,1698.78,1691.13,1692.39,3096180000.0
2013-07-24,18.7036,15.1247,3.5789,,,,,,,1696.0601,1698.38,1682.5699,1685.9399,3336120000.0
2013-07-25,18.4406,15.7879,2.6527,,,,,,,1685.21,1690.9399,1680.0699,1690.25,3322500000.0
2013-07-26,18.1361,16.2576,1.8786,,,,,,,1687.3101,1691.85,1676.03,1691.65,2762770000.0
2013-07-29,17.1867,16.4434,0.7433,,,,,,,1690.3199,1690.92,1681.86,1685.33,2840520000.0
2013-07-30,16.2973,16.4142,-0.1169,,,,,,,1687.92,1693.1899,1682.42,1685.96,3320530000.0
2013-07-31,15.3963,16.2106,-0.8143,,,,,,,1687.76,1698.4301,1684.9399,1685.73,3847390000.0
2013-08-01,16.2014,16.2088,-0.0074,,,,,,,1689.42,1707.85,1689.42,1706.87,3775170000.0
2013-08-02,16.8709,16.3412,0.5297,,,,,,,1706.1,1709.67,1700.6801,1709.67,3136630000.0
2013-08-05,17.0013,16.4732,0.5281,,,,,,,1708.01,1709.24,1703.55,1707.14,2529300000.0
2013-08-06,16.1304,16.4047,-0.2742,,,,,,,1705.79,1705.79,1693.29,1697.37,3141210000.0
2013-08-07,14.7489,16.0735,-1.3246,,,,,,,1695.3,1695.3,1684.91,1690.91,3010230000.0
2013-08-08,14.0226,15.6633,-1.6408,,,,,,,1693.35,1700.1801,1688.38,1697.48,3271660000.0
2013-08-09,12.8103,15.0927,-2.2824,,,,,,,1696.1,1699.42,1686.02,1691.42,2957670000.0
2013-08-12,11.5589,14.386,-2.827,,,,,,,1688.37,1691.49,1683.35,1689.47,2789160000.0
2013-08-13,10.8209,13.673,-2.852,,,,,,,1690.65,1696.8101,1682.62,1694.16,3035560000.0
2013-08-14,9.4198,12.8223,-3.4025,,,,,,,1693.88,1695.52,1684.83,1685.39,2871430000.0
2013-08-15,6.2946,11.5168,-5.2222,,,,,,,1679.61,1679.61,1658.59,1661.3199,3426690000.0
2013-08-16,3.3364,9.8807,-6.5443,,,,,,,1661.22,1663.6,1652.61,1655.83,3211450000.0
2013-08-19,0.2013,7.9448,-7.7435,,,,,,,1655.25,1659.1801,1645.84,1646.0601,2904530000.0
2013-08-20,-1.7555,6.0048,-7.7602,,,,,,,1646.8101,1658.92,1646.08,1652.35,2994090000.0
2013-08-21,-4.0304,3.9977,-8.0281,,,,,,,1650.66,1656.99,1639.4301,1642.8,2932180000.0
2013-08-22,-4.6372,2.2708,-6.908,,,,,,,1645.03,1659.55,1645.03,1656.96,2537460000.0
2013-08-23,-4.5381,0.909,-5.4471,,,,,,,1659.92,1664.85,1654.8101,1663.5,2582670000.0
2013-08-26,-4.9448,-0.2618,-4.683,,,,,,,1664.29,1669.51,1656.02,1656.78,2430670000.0
2013-08-27,-7.3051,-1.6704,-5.6346,,,,,,,1652.54,1652.54,1629.05,1630.48,3219190000.0
2013-08-28,-8.7137,-3.0791,-5.6346,,,,,,,1630.25,1641.1801,1627.47,1634.96,2784010000.0
2013-08-29,-9.4619,-4.3556,-5.1063,,,,,,,1633.5,1646.41,1630.88,1638.17,2527550000.0
2013-08-30,-10.3551,-5.5555,-4.7996,,,,,,,1638.89,1640.08,1628.05,1632.97,2734300000.0
2013-09-03,-10.3945,-6.5233,-3.8712,,,,,,,1635.95,1651.35,1633.41,1639.77,3731610000.0
2013-09-04,-9.2451,-7.0677,-2.1774,,,,,,,1640.72,1655.72,1637.41,1653.08,3312150000.0
2013-09-05,-8.0797,-7.2701,-0.8096,,,,,,,1653.28,1659.17,1653.0699,1655.08,2957110000.0
2013-09-06,-7.0673,-7.2295,0.1622,,,,,,,1657.4399,1664.83,1640.62,1655.17,3123880000.0
2013-09-09,-4.8742,-6.7585,1.8842,,,,,,,1656.85,1672.4,1656.85,1671.71,3102780000.0
2013-09-10,-2.1208,-5.8309,3.7101,,,,,,,1675.11,1684.09,1675.11,1683.99,3691800000.0
2013-09-11,0.4706,-4.5706,5.0412,,,,,,,1681.04,1689.13,1678.7,1689.13,3135460000.0
2013-09-12,2.04,-3.2485,5.2885,,,,,,,1689.21,1689.97,1681.96,1683.42,3106290000.0
2013-09-13,3.611,-1.8766,5.4876,,,,,,,1685.04,1688.73,1682.22,1687.99,2736500000.0
2013-09-16,5.5672,-0.3878,5.9551,,,,,,,1691.7,1704.95,1691.7,1697.6,3079800000.0
2013-09-17,7.6076,1.2112,6.3964,,,,,,,1697.73,1705.52,1697.73,1704.76,2774240000.0
2013-09-18,10.7756,3.1241,7.6515,,,,,,,1705.74,1729.4399,1700.35,1725.52,3989760000.0
2013-09-19,12.8811,5.0755,7.8056,,,,,,,1727.34,1729.86,1720.2,1722.34,3740130000.0
2013-09-20,13.3924,6.7389,6.6535,,,,,,,1722.4399,1725.23,1708.89,1709.91,5074030000.0
2013-09-23,12.9966,7.9905,5.0062,,,,,,,1711.4399,1711.4399,1697.1,1701.84,3126950000.0
2013-09-24,12.1858,8.8295,3.3563,,,,,,,1702.6,1707.63,1694.9,1697.42,3268930000.0
2013-09-25,11.0408,9.2718,1.769,,,,,,,1698.02,1701.71,1691.88,1692.77,3148730000.0
2013-09-26,10.4885,9.5151,0.9734,,,,,,,1694.05,1703.85,1693.11,1698.67,2813930000.0
2013-09-27,9.3843,9.489,-0.1047,,,,,,,1695.52,1695.52,1687.11,1691.75,2951700000.0
2013-09-30,7.5985,9.1109,-1.5124,,,,,,,1687.26,1687.26,1674.99,1681.55,3308630000.0
2013-10-01,7.1857,8.7258,-1.5401,,,,,,,1682.41,1696.55,1682.0699,1695.0,3238690000.0
2013-10-02,6.6903,8.3187,-1.6284,,,,,,,1691.9,1693.87,1680.34,1693.87,3148600000.0
2013-10-03,5.0126,7.6575,-2.6449,,,,,,,1692.35,1692.35,1670.36,1678.66,3279650000.0
2013-10-04,4.5855,7.0431,-2.4576,,,,,,,1678.79,1691.9399,1677.33,1690.5,2880270000.0
2013-10-07,3.0515,6.2448,-3.1933,,,,,,,1687.15,1687.15,1674.7,1676.12,2678490000.0
2013-10-08,0.166,5.029,-4.863,,,,,,,1676.22,1676.79,1655.03,1655.45,3569230000.0
2013-10-09,-2.0208,3.619,-5.6399,,,,,,,1656.99,1662.47,1646.47,1656.4,3577840000.0
2013-10-10,-0.8266,2.7299,-3.5565,,,,,,,1660.88,1692.5601,1660.88,1692.5601,3362300000.0
2013-10-11,0.9673,2.3774,-1.4101,,,,,,,1691.09,1703.4399,1688.52,1703.2,2944670000.0
2013-10-14,2.9153,2.485,0.4303,,,,,,,1699.86,1711.03,1692.13,1710.14,2580580000.0
2013-10-15,3.4447,2.6769,0.7678,,,,,,,1709.17,1711.5699,1695.9301,1698.0601,3327740000.0
2013-10-16,5.6933,3.2802,2.4131,,,,,,,1700.49,1721.76,1700.49,1721.54,3486180000.0
2013-10-17,8.3162,4.2874,4.0288,,,,,,,1720.17,1733.45,1714.12,1733.15,3453590000.0
2013-10-18,11.1819,5.6663,5.5156,,,,,,,1736.72,1745.3101,1735.74,1744.5,3664890000.0
2013-10-21,13.3124,7.1955,6.1169,,,,,,,1745.2,1747.79,1740.67,1744.66,3052710000.0
2013-10-22,15.6284,8.8821,6.7463,,,,,,,1746.48,1759.33,1746.48,1754.67,3850840000.0
2013-10-23,16.6035,10.4264,6.1772,,,,,,,1752.27,1752.27,1740.5,1746.38,3713380000.0
2013-10-24,17.6322,11.8675,5.7647,,,,,,,1747.48,1753.9399,1745.5,1752.0699,3671700000.0
2013-10-25,18.8515,13.2643,5.5871,,,,,,,1756.01,1759.8199,1752.45,1759.77,3175720000.0
2013-10-28,19.7786,14.5672,5.2114,,,,,,,1759.42,1764.99,1757.67,1762.11,3282300000.0
2013-10-29,21.0645,15.8666,5.1978,,,,,,,1762.9301,1772.09,1762.9301,1771.95,3358460000.0
2013-10-30,21.1427,16.9218,4.2208,,,,,,,1772.27,1775.22,1757.24,1763.3101,3523040000.0
2013-10-31,20.4229,17.6221,2.8009,,,,,,,1763.24,1768.53,1755.72,1756.54,3826530000.0
2013-11-01,20.0331,18.1043,1.9289,,,,,,,1758.7,1765.67,1752.7,1761.64,3686290000.0
2013-11-04,20.0012,18.4837,1.5176,,,,,,,1763.4,1768.78,1761.5601,1767.9301,3194870000.0
2013-11-05,19.3526,18.6575,0.6952,,,,,,,1765.67,1767.03,1755.76,1762.97,3516680000.0
2013-11-06,19.2238,18.7707,0.4531,,,,,,,1765.0,1773.74,1764.4,1770.49,3322100000.0
2013-11-07,17.0419,18.4249,-1.3831,,,,,,,1770.74,1774.54,1746.2,1747.15,4143200000.0
2013-11-08,17.0097,18.1419,-1.1322,,,,,,,1748.37,1770.78,1747.63,1770.61,3837170000.0
2013-11-11,16.8927,17.8921,-0.9994,,,,,,,1769.96,1773.4399,1767.85,1771.89,2534060000.0
2013-11-12,16.2735,17.5683,-1.2949,,,,,,,1769.51,1771.78,1762.29,1767.6899,3221030000.0
2013-11-13,16.7444,17.4036,-0.6591,,,,,,,1764.37,1782.0,1760.64,1782.0,3327480000.0
2013-11-14,17.6102,17.4449,0.1653,,,,,,,1782.75,1791.53,1780.22,1790.62,3139060000.0
2013-11-15,18.691,17.6941,0.9969,,,,,,,1790.66,1798.22,1790.66,1798.1801,3254820000.0
2013-11-18,18.7942,17.9141,0.8801,,,,,,,1798.8199,1802.33,1788.0,1791.53,3168520000.0
2013-11-19,18.3689,18.0051,0.3639,,,,,,,1790.79,1795.51,1784.72,1787.87,3224450000.0
2013-11-20,17.3079,17.8657,-0.5577,,,,,,,1789.59,1795.73,1777.23,1781.37,3109140000.0
2013-11-21,17.4345,17.7794,-0.3449,,,,,,,1783.52,1797.16,1783.52,1795.85,3256630000.0
2013-11-22,18.0457,17.8327,0.213,,,,,,,1797.21,1804.84,1794.7,1804.76,3055140000.0
2013-11-25,18.1371,17.8936,0.2435,,,,,,,1806.33,1808.1,1800.58,1802.48,2998540000.0
2013-11-26,18.0235,17.9195,0.104,,,,,,,1802.87,1808.42,1800.77,1802.75,3427120000.0
2013-11-27,18.0865,17.9529,0.1336,,,,,,,1803.48,1808.27,1802.77,1807.23,2613590000.0
2013-11-29,17.8165,17.9257,-0.1092,,,,,,,1808.6899,1813.55,1803.98,1805.8101,1598300000.0
2013-12-02,17.0102,17.7426,-0.7323,,,,,,,1806.55,1810.02,1798.6,1800.9,3095430000.0
2013-12-03,15.726,17.3392,-1.6133,,,,,,,1800.1,1800.1,1787.85,1795.15,3475680000.0
2013-12-04,14.3539,16.7422,-2.3883,,,,,,,1793.15,1799.8,1779.09,1792.8101,3610540000.0
2013-12-05,12.4948,15.8927,-3.3979,,,,,,,1792.8199,1792.8199,1783.38,1785.03,3336880000.0
2013-12-06,12.496,15.2134,-2.7174,,,,,,,1788.36,1806.04,1788.36,1805.09,3150030000.0
2013-12-09,12.6162,14.6939,-2.0777,,,,,,,1806.21,1811.52,1806.21,1808.37,3129500000.0
2013-12-10,12.1079,14.1767,-2.0688,,,,,,,1807.6,1808.52,1801.75,1802.62,3117150000.0
2013-12-11,9.9443,13.3302,-3.3859,,,,,,,1802.76,1802.97,1780.09,1782.22,3472240000.0
2013-12-12,7.5998,12.1842,-4.5843,,,,,,,1781.71,1782.99,1772.28,1775.5,3306640000.0
2013-12-13,5.662,10.8797,-5.2177,,,,,,,1777.98,1780.92,1772.45,1775.3199,3061070000.0
2013-12-16,4.9743,9.6986,-4.7243,,,,,,,1777.48,1792.22,1777.48,1786.54,3209890000.0
2013-12-17,3.9369,8.5463,-4.6094,,,,,,,1786.47,1786.77,1777.05,1781.0,3270030000.0
2013-12-18,5.4444,7.9259,-2.4815,,,,,,,1781.46,1811.08,1767.99,1810.65,4327770000.0
2013-12-19,6.4798,7.6367,-1.1569,,,,,,,1809.0,1810.88,1801.35,1809.6,3497210000.0
2013-12-20,7.9127,7.6919,0.2208,,,,,,,1810.39,1823.75,1810.25,1818.3199,5097700000.0
